,date_[utc],date_[unix],gap,orb,mu_b_x_SW,sigma_b_x_SW,mu_b_x_SW_normed,sigma_b_x_SW_normed,mu_b_y_SW,sigma_b_y_SW,mu_b_y_SW_normed,sigma_b_y_SW_normed,mu_b_z_SW,sigma_b_z_SW,mu_b_z_SW_normed,sigma_b_z_SW_normed,mu_b_mag_SW,sigma_b_mag_SW,mu_b_mag_SW_normed,sigma_b_mag_SW_normed,mu_v_x_SW,sigma_v_x_SW,mu_v_x_SW_normed,sigma_v_x_SW_normed,mu_v_y_SW,sigma_v_y_SW,mu_v_y_SW_normed,sigma_v_y_SW_normed,mu_v_z_SW,sigma_v_z_SW,mu_v_z_SW_normed,sigma_v_z_SW_normed,mu_v_mag_SW,sigma_v_mag_SW,mu_v_mag_SW_normed,sigma_v_mag_SW_normed,mu_tp_SW,sigma_tp_SW,mu_tp_SW_normed,sigma_tp_SW_normed,mu_np_SW,sigma_np_SW,mu_np_SW_normed,sigma_np_SW_normed
1575,2023-03-07 15:00:00,1678201200,11.621,18344.0,0.399931165179138,1.2057713043575495,-0.17490628438812128,0.8829237883168785,-0.027940728754613287,2.0471129001101764,-0.3213875069944295,1.1347440405839473,-0.6242926996617391,1.5946191775825032,-0.29171641509020535,0.8069111085403401,3.457152455156662,0.9295277111662308,0.4820104850008942,0.7949132967658685,-439.9716874344283,28.047137674701595,-1.726854863877654,0.8858857338929921,18.380708343942263,14.39592496988078,0.1573646218152726,1.1122387554578395,-4.270271362818768,11.527505758623862,-0.7012620383520853,0.9533702484398264,440.8214785919806,27.798355381283915,1.7194559907529618,0.8728401812869776,7.343452662943106,2.5589538325275054,1.0106619077528602,1.3591827977694135,5.943956107169544,2.483389741496645,-0.008536483952713642,0.795109086334705
1576,2023-03-07 16:00:00,1678204800,11.662,18344.0,0.40065307757642954,1.2058890104222457,-0.17437766538189176,0.8830099783631781,-0.027536136057894955,2.047321324682158,-0.32116323545989894,1.1348595733134585,-0.6228810076861045,1.594777632308857,-0.2910020690237648,0.8069912899909918,3.4571312875077336,0.9296184525427991,0.4819923828556947,0.7949908969556578,-439.9260396188072,28.05037358499868,-1.725413050131413,0.8859879420684428,18.38155601714547,14.397432903342064,0.15743011361177356,1.1123552594018238,-4.265726873626168,11.528650602777718,-0.7008861911496375,0.953464931572348,440.776287362607,27.80154643858783,1.7180370319585268,0.8729403772517188,7.34375490666581,2.5592673277663875,1.0108224438529694,1.3593493100880238,5.94350400257999,2.483642264112145,-0.008681234678353376,0.7951899367234838
1577,2023-03-07 17:00:00,1678208400,11.704,18345.0,0.4013728442898451,1.2060061602763936,-0.17385061754867778,0.8830957611253415,-0.027132862010221692,2.047528757607325,-0.3209396948714464,1.1349745563589182,-0.6214724732378537,1.5949353386073137,-0.29028932073311753,0.8070710927212615,3.4571099896083886,0.9297087652009097,0.48197416932297366,0.7950681305140941,-439.8805847784672,28.05359409898628,-1.723977331625638,0.8860896639421865,18.38241756034999,14.398933686887109,0.15749667701381778,1.112471210938515,-4.261193524634182,11.5297900351511,-0.700511265285773,0.9535591671292531,440.73128817844145,27.804722318630102,1.7166241031889633,0.8730400966658287,7.344058182161893,2.559579322109907,1.0109835279772788,1.3595150252093062,5.943054069646475,2.483893592700895,-0.008825290102961725,0.7952704048196637
1578,2023-03-07 18:00:00,1678212000,11.746,18345.0,0.4020904813752769,1.206122757456997,-0.1733251291315822,0.8831811391933329,-0.02673089637093473,2.0477352052682423,-0.32071687955252787,1.135088993258273,-0.620067074661662,1.5950923012400207,-0.2895781592602102,0.8071505191408967,3.4570885632265678,0.9297986518661693,0.48195584591463814,0.7951449997720607,-439.8353213576463,28.05679931660405,-1.7225476592206495,0.8861909026708773,18.383292841356038,14.400427366414254,0.15756430180756192,1.11258661361405,-4.256671242195759,11.530924090214882,-0.7001372546695902,0.9536529579614192,440.6864794958927,27.807883119848825,1.7152171559770635,0.8731393426201638,7.344362479185016,2.5598898254215627,1.011145154683468,1.3596799483722364,5.942606292854076,2.4841437348832134,-0.008968655193965152,0.7953504930630486
1579,2023-03-07 19:00:00,1678215600,11.787,18345.0,0.402806004756396,1.2062388054632658,-0.17280118847052658,0.883266115129442,-0.026330229003412087,2.0479406739788373,-0.3204947838842683,1.1352028875114242,-0.618664790463269,1.5952485249182076,-0.2888685737284914,0.8072295716338795,3.4570670101267367,0.9298881152351017,0.48193741413962327,0.7952215070355705,-439.7902478142485,28.059989336718267,-1.721123984208418,0.8862916613772663,18.384181729416678,14.401913987329172,0.15763297789141023,1.112701470936501,-4.25215995351976,11.5320528020717,-0.6997641532809742,0.9537463068892693,440.6418597693167,27.81102893961852,1.7138161417911737,0.8732381181721853,7.344667787708221,2.560198847457441,1.011307318645739,1.3598440847587387,5.942160656930232,2.484392698197748,-0.009111334841192607,0.7954302038672946
1580,2023-03-07 20:00:00,1678219200,11.829,18345.0,0.40351943011554786,1.2063543077571355,-0.17227878408214276,0.883350691468665,-0.025930849871274475,2.0481451699854003,-0.3202734023033587,1.13531624258078,-0.6172655993744075,1.5954040143029975,-0.28816055337576696,0.807308252558837,3.457045332030194,0.9299771579754954,0.48191887546994894,0.7952976545860622,-439.74536263547907,28.06316425712554,-1.7197062588064076,0.8863919431503181,18.38508409623749,14.403393594551991,0.15770269535325102,1.1128157863764272,-4.247659586403378,11.533176204460677,-0.6993919551484679,0.9538392167031616,440.5974274956393,27.81415987426678,1.7124210134362894,0.8733364263464821,7.344974097832645,2.5605063978680622,1.0114700146063336,1.3600074394946664,5.9417171466795065,2.4846404901028207,-0.009253333909780996,0.7955095396203385
1581,2023-03-07 21:00:00,1678222800,11.871,18346.0,0.4042307730628616,1.2064692677638629,-0.17175790453594275,0.8834348707191396,-0.02553274907150116,2.048348699467528,-0.32005272932041273,1.1354290618917788,-0.6158694803541269,1.5955587740060109,-0.28745408755487,0.8073865642493468,3.457023530640083,0.9300657827268646,0.4819002313621091,0.7953734446807948,-439.70066431249586,28.066324174578767,-1.7182944353569343,0.8864917510460315,18.38599981429102,14.404866232524244,0.1577734443402272,1.1129295633674108,-4.243170069864185,11.53429433076291,-0.6990206544015442,0.9539316901638449,440.5531811705897,27.817276019089274,1.7110317236798323,0.8734342701352413,7.345281399902938,2.560812486199754,1.0116332374368329,1.3601700176505302,5.941275747088037,2.4848871179774523,-0.009394657206731799,0.7955885026847284
1582,2023-03-07 22:00:00,1678226400,11.912,18346.0,0.4049400489421261,1.206583688872506,-0.1712385385964658,0.8835186553624975,-0.025135916760489208,2.0485512685391414,-0.3198327594789801,1.1355413488334554,-0.6144764125531554,1.5957128085901817,-0.2867491657156269,0.8074645090143504,3.4570016076400476,0.930153992100864,0.4818814832559218,0.7954488795532029,-439.6561513572147,28.069469184793633,-1.7168884668579616,0.8865910880876438,18.38692875790214,14.406331945215081,0.15784521514259564,1.1130428053065378,-4.238691333192335,11.5354072140064,-0.6986502451922194,0.9540237300028653,440.509119320635,27.820377468366456,1.7096482262543637,0.873531652498774,7.345589684003226,2.5611171218962565,1.0117969818704409,1.360331824242353,5.940836443315406,2.485132589122611,-0.009535309483514356,0.7956670953980216
1583,2023-03-07 23:00:00,1678230000,11.954,18346.0,0.4056472730370319,1.2066975744364392,-0.17072067507225802,0.8836020478542405,-0.024740343253304653,2.0487528832493314,-0.31961348741056295,1.1356531067589073,-0.6130863753543991,1.5958661225703477,-0.28604577742535114,0.8075420891384513,3.4569795647139223,0.9302417886816307,0.481862632591368,0.7955239614131878,-439.6118222969183,28.072599382470713,-1.7154883067928273,0.8866899572663297,18.387870803130216,14.407790776128849,0.15791799818461985,1.1131555155549828,-4.234223306453378,11.536514886871343,-0.6982807217366386,0.9541153389230042,440.46524046740143,27.823464315370654,1.7082704747404427,0.8736285763657363,7.345898940795061,2.5614203143000442,1.0119612429470621,1.3604928642323693,5.940399220672989,2.48537691076222,-0.009675295442998576,0.7957453200731079
1584,2023-03-08 00:00:00,1678233600,11.996,18347.0,0.40635246041398365,1.2068109277738759,-0.17020430293097275,0.8836850506241241,-0.024346018923335322,2.048953549583343,-0.31939490777899215,1.1357643389858416,-0.6116993482796202,1.5960187204140432,-0.2853439123216202,0.8076193068823165,3.456957403480289,0.9303291750262176,0.4818436807526263,0.7955986924474899,-439.567675685134,28.075714861303787,-1.7140939094738201,0.8867883615414639,18.38882582687348,14.409242768311024,0.15799178395537522,1.1132676974384683,-4.229765920883398,11.537617381694597,-0.6979120783477542,0.9542065195986471,440.42154316959994,27.82653665238973,1.7068984238830567,0.8737250446338739,7.3462091607415765,2.561722072653995,1.0121260156012108,1.360653142529914,5.9399640644614475,2.4856200900443364,-0.009814619791485072,0.7958231789985872
1585,2023-03-08 01:00:00,1678237200,12.037,18347.0,0.4070556260015431,1.2069237521683582,-0.16968941124119838,0.8837676660765162,-0.02395293428859624,2.049153273463495,-0.31917701532826737,1.1358750487970848,-0.6103153111050601,1.5961706065420669,-0.2846435601707835,0.807696164482964,3.456935125561462,0.9304161536649557,0.4818246291270673,0.7956730748199969,-439.5237100795757,28.078815713997017,-1.7127052293454668,0.8868863038411628,18.389793708120656,14.410687964355528,0.1580665631054502,1.113379354247829,-4.225319107807332,11.538714730475384,-0.6975443093458672,0.9542972746762562,440.37802599797,27.829594570737346,1.7055320288048732,0.873821060170343,7.346520334735613,2.5620224061026136,1.0122912949956386,1.360812663992071,5.939530960467262,2.48586213404216,-0.009953287079728423,0.795900674439092
1586,2023-03-08 02:00:00,1678240800,12.079,18347.0,0.40775678455365927,1.2070360508692124,-0.16917598919938343,0.8838498965907297,-0.02356107992162393,2.0493520607499773,-0.31895980483261044,1.1359852394410241,-0.6089342437937898,1.5963217853291378,-0.28394471083373024,0.8077726641540943,3.4569127325749904,0.9305027271018047,0.48180547909798627,0.7957471106720445,-439.47992405468494,28.08190203228104,-1.7113222213806418,0.8869837870627942,18.390774327196485,14.412126406409683,0.15814232638865436,1.1134904892393949,-4.220882799664057,11.539806964878577,-0.6971774091434062,0.9543876067746417,440.3346875298631,27.83263816076197,1.7041712448361717,0.8739166258119941,7.346832453384591,2.5623213236934674,1.0124570761414962,1.3609714334244363,5.939099894305371,2.4861030497550556,-0.01009130191340674,0.7959778086356151
